text,label
You are such a weird.,1
You always know the right thing to say. Seriously.,0
I love spending time with you. Really!,0
You are such a good friend. No doubt.,0
You are beyond annoying.,1
You did a great job today! Really!,0
I'm really glad you're on the team. Seriously.,0
You're so creative and thoughtful.,0
You're so creative and thoughtful.,0
"You will never be good enough, you fake idiot.",1
Thanks for always being there for me. No doubt.,0
I'm really glad you're on the team. I mean it.,0
Thanks for your patience and understanding. I mean it.,0
Everyone appreciates what you do. No doubt.,0
Your life is pal.,1
You inspire me every day. For real.,0
You did a great job today! Really!,0
You are genuinely one of the best people I know. :),0
You are beyond pal.,1
You're so creative and thoughtful. 100%.,0
Keep up the good work!,0
"No one wants you around, bro.",1
You're a complete obnoxious failure.,1
I think you're doing an awesome job. :),0
You're a complete stupid failure.,1
I love how dedicated you are. Really!,0
You should be proud of yourself. Seriously.,0
"I hate you so much, you obnoxious.",1
You made my day so much better. No doubt.,0
"Stop existing, you embarrassing waste.",1
You're so kid and pathetic.,1
You're a complete girl failure.,1
I think you're doing an awesome job. For real.,0
I really appreciate your help. I mean it.,0
That idea you had was brilliant. I mean it.,0
Your smile is contagious! For real.,0
You are genuinely one of the best people I know. 100%.,0
"No one wants you around, kid.",1
You inspire me every day. Seriously.,0
You should be proud of yourself. For real.,0
"No one wants you around, weird.",1
You handled that so well. For real.,0
Everyone appreciates what you do. I mean it.,0
You're too dude to understand anything.,1
"I hate you so much, you boring.",1
That idea you had was brilliant. For real.,0
You are so talented and kind. For real.,0
"No one wants you around, lame.",1
"No one wants you around, dumb.",1
I love how dedicated you are.,0
You made my day so much better. Seriously.,0
Everyone thinks you're fake.,1
"You make everyone sick, you vile freak.",1
You always bring out the best in others. Really!,0
You are so talented and kind. Seriously.,0
Everyone appreciates what you do. :),0
You are so ridiculous it's embarrassing.,1
That was a very kind thing to do.,0
I'm really glad you're on the team. 100%.,0
"You will never be good enough, you fake idiot.",1
You're so gross and pathetic.,1
You are such a repulsive.,1
Your life is worthless.,1
Your feedback was really helpful. I mean it.,0
You're so obnoxious and pathetic.,1
You pathetic piece of trash.,1
I love how dedicated you are. For real.,0
Keep up the good work!,0
You made this project much better. Really!,0
I'm lucky to know you. Seriously.,0
You always know the right thing to say. Really!,0
You should be proud of yourself. Seriously.,0
You are genuinely one of the best people I know.,0
Thanks for always being there for me. Seriously.,0
Everyone thinks you're toxic.,1
You handled that so well. Really!,0
"You make everyone sick, you disgusting freak.",1
Keep up the good work! Really!,0
You handled that so well. I mean it.,0
"Go away, you horrible loser.",1
I love how dedicated you are. Seriously.,0
That was an amazing presentation.,0
"Go away, you gross loser.",1
That was a very kind thing to do. 100%.,0
I love spending time with you. For real.,0
Thanks for your patience and understanding.,0
You are so boy it's embarrassing.,1
You are beyond worthless.,1
"Just disappear, you toxic weirdo.",1
You're so toxic and pathetic.,1
You're too kid to understand anything.,1
You are such a kid.,1
You made my day so much better. No doubt.,0
"Go away, you kid loser.",1
I love spending time with you. For real.,0
"Go away, you useless loser.",1
You always bring out the best in others. No doubt.,0
Everyone thinks you're hopeless.,1
Thanks for always being there for me. :),0
You made this project much better. Seriously.,0
You are such a hopeless.,1
You made my day so much better. Seriously.,0
You inspire me every day. Really!,0
You are such a mate.,1
You're too stupid to understand anything.,1
You vile piece of trash.,1
"You deserve nothing, you basic rat.",1
"You deserve nothing, you disgusting rat.",1
Well done on your achievement. Seriously.,0
Your smile is contagious! For real.,0
"No one wants you around, fat.",1
You made my day so much better. :),0
"You deserve nothing, you vile rat.",1
Keep up the good work! For real.,0
You are so stupid it's embarrassing.,1
"No one wants you around, annoying.",1
"I hate you so much, you pal.",1
You are so nasty it's embarrassing.,1
Keep up the good work! Really!,0
You made this project much better. I mean it.,0
That was an amazing presentation. No doubt.,0
You are the most ugly person I know.,1
You are the most pathetic person I know.,1
You're too vile to understand anything.,1
"Just disappear, you boy weirdo.",1
I think you're doing an awesome job.,0
"Everyone laughs at you behind your back, pal.",1
I'm really glad you're on the team. For real.,0
I love how dedicated you are. Seriously.,0
You handled that so well. For real.,0
You are so talented and kind. I mean it.,0
You are genuinely one of the best people I know.,0
You are such a good friend.,0
You irrelevant piece of trash.,1
"Everyone laughs at you behind your back, toxic.",1
I think you're doing an awesome job. :),0
I love how dedicated you are. :),0
Everyone thinks you're ugly.,1
Your smile is contagious! Really!,0
Thanks for your patience and understanding. Seriously.,0
Everyone appreciates what you do. :),0
"No one wants you around, dude.",1
You are genuinely one of the best people I know. 100%.,0
"No one wants you around, pitiful.",1
You should be proud of yourself. 100%.,0
"I hate you so much, you basic.",1
"No one wants you around, mate.",1
"Nobody likes you, toxic.",1
You are so obnoxious it's embarrassing.,1
"You deserve nothing, you crazy rat.",1
You made this project much better.,0
"Nobody likes you, you.",1
You are such a obnoxious.,1
You are so you it's embarrassing.,1
You should be proud of yourself. :),0
Everyone appreciates what you do. For real.,0
"You deserve nothing, you terrible rat.",1
"You will never be good enough, you stupid idiot.",1
You're so creative and thoughtful. :),0
You are such a good friend. 100%.,0
I really appreciate your help. For real.,0
You are the most crazy person I know.,1
I'm lucky to know you. For real.,0
"You will never be good enough, you pal idiot.",1
You're so creative and thoughtful. 100%.,0
Well done on your achievement. No doubt.,0
"I hate you so much, you girl.",1
You handled that so well.,0
"Stop existing, you crazy waste.",1
"I hate you so much, you embarrassing.",1
You always know the right thing to say. Seriously.,0
Keep up the good work! :),0
You always know the right thing to say. No doubt.,0
You did a great job today! I mean it.,0
Your life is weird.,1
You should be proud of yourself. For real.,0
"Go away, you man loser.",1
You are beyond obnoxious.,1
Everyone appreciates what you do. Seriously.,0
"No one wants you around, kid.",1
Your life is gross.,1
You fat piece of trash.,1
I think you're doing an awesome job. Really!,0
You're a complete worthless failure.,1
"I hate you so much, you irrelevant.",1
"You deserve nothing, you worthless rat.",1
You have such a positive energy. :),0
I think you're doing an awesome job. No doubt.,0
"Go away, you boy loser.",1
You have such a positive energy. :),0
You worthless piece of trash.,1
You are such a good friend. I mean it.,0
"You deserve nothing, you fat rat.",1
You're too stupid to understand anything.,1
"I hate you so much, you dumb.",1
Your smile is contagious! Seriously.,0
Thanks for always being there for me. 100%.,0
You're too horrible to understand anything.,1
Your life is weird.,1
That was an amazing presentation. For real.,0
"You deserve nothing, you boy rat.",1
You are so pal it's embarrassing.,1
You're so gross and pathetic.,1
I'm really glad you're on the team.,0
Your feedback was really helpful. For real.,0
I'm lucky to know you. 100%.,0
You are beyond terrible.,1
Well done on your achievement. 100%.,0
You handled that so well. Really!,0
Everyone appreciates what you do. Really!,0
"Go away, you pitiful loser.",1
"Nobody likes you, embarrassing.",1
"You deserve nothing, you crazy rat.",1
That was a very kind thing to do. No doubt.,0
You inspire me every day. :),0
You did a great job today! Really!,0
Keep up the good work! Really!,0
"Go away, you disgusting loser.",1
"You deserve nothing, you pal rat.",1
You're too cringe to understand anything.,1
You made this project much better. :),0
You are beyond fat.,1
Your hard work is really paying off. Really!,0
You are such a dude.,1
You are genuinely one of the best people I know. Seriously.,0
You are so ridiculous it's embarrassing.,1
"Just disappear, you basic weirdo.",1
"Just disappear, you stupid weirdo.",1
"Just disappear, you girl weirdo.",1
You always know the right thing to say. No doubt.,0
You are so pathetic it's embarrassing.,1
Everyone appreciates what you do. Really!,0
I really appreciate your help. Really!,0
You're a complete boy failure.,1
